ticket_id,timestamp,alert_severity,alert_type,source_ip,dest_asset,assigned_analyst,time_to_acknowledge,time_to_close,resolution_notes,escalated,shift
TKT-003530,2026-08-31T18:27:07.048916,LOW,Port Scan,10.244.38.162,mail-srv-42,Sanjay Gupta,121,825,Triaged Port Scan alert from mail-srv-42. Correlated with SIEM logs — determined to be benign activity from scheduled misconfigured service account.,False,SWING
TKT-003667,2026-09-08T16:16:53.838987,HIGH,XSS Attack,10.158.77.4,prod-web-15,Sanjay Gupta,81,2373,Reviewed XSS Attack targeting prod-web-15. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-004630,2026-09-08T13:30:19.326497,MEDIUM,Privilege Escalation,10.26.213.102,fin-ws-7,Ananya Sharma,286,1167,Detected Privilege Escalation pattern on fin-ws-7. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,False,DAY
TKT-000759,2026-08-28T02:51:39.508010,MEDIUM,C2 Communication,10.153.127.134,corp-ws-6,Sunita Rao,190,1208,Performed deep-dive on C2 Communication. Memory dump analysis showed no IOCs. Likely caused by legacy application compatibility issue. Closing as benign.,False,NIGHT
TKT-006132,2026-08-30T13:36:02.303588,MEDIUM,Data Exfiltration,10.241.63.53,hr-ws-23,Meera Iyer,315,3135,Investigated Data Exfiltration on hr-ws-23. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,False,DAY
TKT-007056,2026-09-05T02:59:33.140568,MEDIUM,Lateral Movement,10.164.204.226,file-srv-43,Meera Iyer,455,1732,Performed deep-dive on Lateral Movement. Memory dump analysis showed no IOCs. Likely caused by expired SSL certificate renewal process. Closing as benign.,False,NIGHT
TKT-005824,2026-08-26T17:10:42.896238,LOW,Data Exfiltration,10.226.236.45,net-sw-11,Amit Verma,658,1615,Triaged Data Exfiltration alert from net-sw-11. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,False,SWING
TKT-001849,2026-08-28T07:12:37.312899,HIGH,Phishing Email,10.58.206.46,vpn-gw-14,Karan Mehta,72,7019,Performed deep-dive on Phishing Email. Memory dump analysis showed no IOCs. Likely caused by test traffic from red-team exercise. Closing as benign.,False,DAY
TKT-008474,2026-08-18T20:19:40.641842,MEDIUM,SQL Injection,10.39.115.98,vpn-gw-14,Deepa Reddy,489,1418,Triaged SQL Injection alert from vpn-gw-14. Correlated with SIEM logs — determined to be benign activity from scheduled network topology change during patching.,False,SWING
TKT-002171,2026-08-26T05:17:26.890489,HIGH,Port Scan,10.78.120.35,fin-ws-22,Meera Iyer,41,5395,"Responded to Port Scan on fin-ws-22. Quarantined suspicious binary, submitted hash to local sandbox. Result: scheduled maintenance script execution.",False,NIGHT
TKT-007841,2026-09-02T17:19:33.362861,HIGH,Brute Force Attempt,10.161.46.39,file-srv-43,Amit Verma,116,2790,Confirmed true positive for Brute Force Attempt. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,SWING
TKT-009401,2026-09-01T12:54:52.400922,LOW,Ransomware,10.152.5.56,prod-app-31,Karan Mehta,481,1313,Investigated Ransomware on prod-app-31. Contained threat by isolating the host and running full AV scan. Root cause: legitimate admin remote session.,False,DAY
TKT-001448,2026-09-06T20:42:08.781409,MEDIUM,Malware Detection,10.156.26.128,file-srv-28,Rajesh Kumar,486,1720,"Escalated Malware Detection to Tier-2. Forensic analysis revealed legacy application compatibility issue. Remediation applied, monitoring for recurrence.",True,SWING
TKT-009924,2026-08-14T14:11:43.533391,LOW,Lateral Movement,10.176.18.60,net-sw-26,Meera Iyer,483,1146,Detected Lateral Movement pattern on net-sw-26. Updated IDS signatures and added source to watchlist. test traffic from red-team exercise confirmed.,False,SWING
TKT-006264,2026-08-25T15:45:06.953369,MEDIUM,DDoS Attack,10.252.159.121,prod-db-2,Arjun Nair,174,1192,Triaged DDoS Attack alert from prod-db-2. Correlated with SIEM logs — determined to be benign activity from scheduled network topology change during patching.,False,SWING
TKT-000982,2026-08-19T04:46:39.397323,MEDIUM,Brute Force Attempt,10.102.205.85,prod-web-30,Rajesh Kumar,466,1043,Confirmed true positive for Brute Force Attempt. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,NIGHT
TKT-002147,2026-08-15T23:42:33.919957,LOW,Malware Detection,10.83.70.233,prod-db-2,Amit Verma,581,1702,"Escalated Malware Detection to Tier-2. Forensic analysis revealed legacy application compatibility issue. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-000231,2026-08-22T10:04:28.694948,LOW,Data Exfiltration,10.40.177.237,net-fw-10,Vikram Singh,572,1643,Resolved per SOP.,False,DAY
TKT-007396,2026-09-03T20:13:30.394273,HIGH,Port Scan,10.173.38.50,vpn-gw-14,Pooja Chauhan,73,3688,Investigated Port Scan on vpn-gw-14. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,False,SWING
TKT-002250,2026-08-23T20:33:06.853589,LOW,Brute Force Attempt,10.221.94.100,prod-app-16,Pooja Chauhan,172,978,Confirmed true positive for Brute Force Attempt. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,SWING
TKT-005516,2026-08-14T21:40:45.204372,MEDIUM,Port Scan,10.72.8.54,corp-ws-36,Sanjay Gupta,376,794,"Responded to Port Scan on corp-ws-36. Quarantined suspicious binary, submitted hash to local sandbox. Result: legacy application compatibility issue.",False,SWING
TKT-009100,2026-08-16T14:59:22.537020,MEDIUM,Ransomware,10.33.236.179,prod-db-17,Sunita Rao,82,3473,Confirmed true positive for Ransomware. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,SWING
TKT-002318,2026-08-24T05:22:50.158886,MEDIUM,Brute Force Attempt,10.189.126.94,dev-ws-35,Rohit Malhotra,510,1940,"Escalated Brute Force Attempt to Tier-2. Forensic analysis revealed legitimate admin remote session. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-001426,2026-09-12T04:11:26.331953,HIGH,Port Scan,10.169.167.135,fin-ws-22,Amit Verma,162,4741,Triaged Port Scan alert from fin-ws-22. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,False,NIGHT
TKT-003575,2026-08-26T21:53:36.403809,LOW,Insider Threat,10.17.232.190,net-sw-41,Priya Patel,754,744,Investigated Insider Threat on net-sw-41. Contained threat by isolating the host and running full AV scan. Root cause: expired SSL certificate renewal process.,False,SWING
TKT-007238,2026-09-05T05:48:14.069414,MEDIUM,Malware Detection,10.156.57.158,fin-ws-37,Meera Iyer,207,894,"Responded to Malware Detection on fin-ws-37. Quarantined suspicious binary, submitted hash to local sandbox. Result: expired SSL certificate renewal process.",False,NIGHT
TKT-007954,2026-08-21T20:03:37.609325,LOW,Unauthorized Access,10.237.217.239,exec-ws-24,Ananya Sharma,439,705,Triaged Unauthorized Access alert from exec-ws-24. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,False,SWING
TKT-008995,2026-09-10T10:11:20.009169,HIGH,Malware Detection,10.228.111.206,net-fw-25,Vikram Singh,295,924,Performed deep-dive on Malware Detection. Memory dump analysis showed no IOCs. Likely caused by expired SSL certificate renewal process. Closing as benign.,False,DAY
TKT-007706,2026-09-09T10:15:32.868177,MEDIUM,Port Scan,10.72.34.1,corp-ws-36,Karan Mehta,138,2883,"Responded to Port Scan on corp-ws-36. Quarantined suspicious binary, submitted hash to local sandbox. Result: outdated vulnerability scanner signatures.",False,DAY
TKT-009815,2026-09-07T16:15:14.061862,LOW,SQL Injection,10.235.131.189,net-sw-41,Ananya Sharma,328,1495,Confirmed true positive for SQL Injection. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,SWING
TKT-000640,2026-09-05T23:38:58.281158,LOW,DDoS Attack,10.99.172.174,hr-ws-38,Sanjay Gupta,871,795,Triaged DDoS Attack alert from hr-ws-38. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,False,NIGHT
TKT-009217,2026-08-28T14:57:04.477740,MEDIUM,Malware Detection,10.248.158.168,prod-db-32,Pooja Chauhan,208,3301,Reviewed Malware Detection targeting prod-db-32. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,SWING
TKT-004059,2026-08-25T04:27:32.795582,LOW,Insider Threat,10.251.246.208,prod-web-30,Pooja Chauhan,703,1493,"Escalated Insider Threat to Tier-2. Forensic analysis revealed expired SSL certificate renewal process. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-004911,2026-08-29T01:15:20.007357,HIGH,Lateral Movement,10.2.93.44,corp-ws-36,Ananya Sharma,272,1074,Investigated Lateral Movement on corp-ws-36. Contained threat by isolating the host and running full AV scan. Root cause: scheduled maintenance script execution.,False,NIGHT
TKT-007668,2026-09-09T08:52:53.499521,MEDIUM,DNS Tunneling,10.45.50.77,mail-srv-12,Pooja Chauhan,582,1809,Confirmed true positive for DNS Tunneling. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,DAY
TKT-003953,2026-09-06T14:18:06.803913,HIGH,C2 Communication,10.99.32.167,corp-ws-21,Arjun Nair,186,4320,Confirmed true positive for C2 Communication. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,SWING
TKT-007257,2026-08-26T00:41:30.634790,MEDIUM,Data Exfiltration,10.56.214.80,mail-srv-12,Rohit Malhotra,221,1140,Reviewed Data Exfiltration targeting mail-srv-12. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,NIGHT
TKT-002738,2026-08-31T16:52:04.475161,MEDIUM,C2 Communication,10.7.214.84,prod-app-16,Deepa Reddy,211,3200,Investigated C2 Communication on prod-app-16. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,SWING
TKT-001304,2026-09-02T08:35:30.296648,MEDIUM,Brute Force Attempt,10.111.172.142,prod-app-31,Neha Joshi,482,1830,Triaged Brute Force Attempt alert from prod-app-31. Correlated with SIEM logs — determined to be benign activity from scheduled network topology change during patching.,True,DAY
TKT-006604,2026-09-01T17:22:57.615633,HIGH,XSS Attack,10.108.81.64,corp-ws-6,Vikram Singh,144,935,Detected XSS Attack pattern on corp-ws-6. Updated IDS signatures and added source to watchlist. legacy application compatibility issue confirmed.,True,SWING
TKT-004834,2026-08-24T17:49:43.203254,MEDIUM,XSS Attack,10.93.238.243,net-sw-41,Neha Joshi,499,3536,"Escalated XSS Attack to Tier-2. Forensic analysis revealed outdated vulnerability scanner signatures. Remediation applied, monitoring for recurrence.",False,SWING
TKT-007306,2026-08-18T12:11:38.616495,MEDIUM,Unauthorized Access,10.68.45.188,hr-ws-38,Sanjay Gupta,411,820,"Responded to Unauthorized Access on hr-ws-38. Quarantined suspicious binary, submitted hash to local sandbox. Result: test traffic from red-team exercise.",False,DAY
TKT-009478,2026-08-22T00:08:59.434469,LOW,Insider Threat,10.75.218.114,exec-ws-9,Kavita Deshmukh,200,1002,"Escalated Insider Threat to Tier-2. Forensic analysis revealed misconfigured service account. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-006974,2026-08-20T07:05:45.778125,LOW,Port Scan,10.46.110.121,stg-web-3,Rajesh Kumar,870,1653,Reviewed Port Scan targeting stg-web-3. Source identified as internal penetration test. Verified with Engineering team lead.,False,DAY
TKT-008331,2026-08-22T02:35:52.359064,MEDIUM,C2 Communication,10.137.252.32,corp-ws-36,Rohit Malhotra,391,2293,"Escalated C2 Communication to Tier-2. Forensic analysis revealed network topology change during patching. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-000507,2026-09-09T02:57:45.686514,MEDIUM,Port Scan,10.47.246.169,net-fw-40,Ananya Sharma,575,2776,Triaged Port Scan alert from net-fw-40. Correlated with SIEM logs — determined to be benign activity from scheduled misconfigured service account.,False,NIGHT
TKT-002613,2026-09-08T16:22:22.418318,HIGH,Privilege Escalation,10.83.154.120,corp-ws-6,Vikram Singh,116,1062,"Escalated Privilege Escalation to Tier-2. Forensic analysis revealed network topology change during patching. Remediation applied, monitoring for recurrence.",True,SWING
TKT-003085,2026-09-01T03:29:05.789408,MEDIUM,Data Exfiltration,10.208.193.228,mail-srv-27,Pooja Chauhan,264,1407,"Responded to Data Exfiltration on mail-srv-27. Quarantined suspicious binary, submitted hash to local sandbox. Result: misconfigured service account.",False,NIGHT
TKT-004678,2026-08-17T14:33:39.255313,HIGH,Ransomware,10.110.18.160,file-srv-13,Amit Verma,220,2134,"Escalated Ransomware to Tier-2. Forensic analysis revealed expired SSL certificate renewal process. Remediation applied, monitoring for recurrence.",False,SWING
TKT-003852,2026-08-26T19:51:57.004538,CRITICAL,SQL Injection,10.53.140.72,corp-ws-6,Neha Joshi,12,3939,Detected SQL Injection pattern on corp-ws-6. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,True,SWING
TKT-003386,2026-08-27T02:30:55.960183,LOW,Phishing Email,10.192.185.108,prod-db-2,Deepa Reddy,376,904,"Responded to Phishing Email on prod-db-2. Quarantined suspicious binary, submitted hash to local sandbox. Result: misconfigured service account.",False,NIGHT
TKT-009895,2026-08-23T09:17:32.389742,LOW,Unauthorized Access,10.44.141.217,dev-ws-5,Amit Verma,132,1684,Triaged Unauthorized Access alert from dev-ws-5. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,DAY
TKT-008656,2026-08-17T18:19:09.197454,HIGH,XSS Attack,10.93.109.175,hr-ws-38,Sanjay Gupta,86,5010,Performed deep-dive on XSS Attack. Memory dump analysis showed no IOCs. Likely caused by legacy application compatibility issue. Closing as benign.,False,SWING
TKT-000964,2026-08-26T10:09:22.356032,MEDIUM,C2 Communication,10.70.60.247,corp-ws-36,Pooja Chauhan,289,1463,Triaged C2 Communication alert from corp-ws-36. Correlated with SIEM logs — determined to be benign activity from scheduled network topology change during patching.,True,DAY
TKT-005737,2026-09-04T01:32:23.884695,CRITICAL,Port Scan,10.129.27.44,vpn-gw-44,Neha Joshi,56,9742,Reviewed Port Scan targeting vpn-gw-44. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,True,NIGHT
TKT-004219,2026-08-19T18:58:49.246496,MEDIUM,Malware Detection,10.28.226.131,exec-ws-9,Karan Mehta,120,2056,Performed deep-dive on Malware Detection. Memory dump analysis showed no IOCs. Likely caused by test traffic from red-team exercise. Closing as benign.,False,SWING
TKT-002645,2026-08-14T16:30:54.099826,MEDIUM,Malware Detection,10.80.157.159,file-srv-43,Ananya Sharma,358,925,"Escalated Malware Detection to Tier-2. Forensic analysis revealed misconfigured service account. Remediation applied, monitoring for recurrence.",False,SWING
TKT-009293,2026-09-07T06:39:26.389794,MEDIUM,C2 Communication,10.152.188.241,vpn-gw-29,Kavita Deshmukh,406,735,Detected C2 Communication pattern on vpn-gw-29. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,DAY
TKT-002796,2026-08-24T04:47:27.884652,HIGH,SQL Injection,10.175.217.45,stg-web-18,Deepa Reddy,218,7079,"Escalated SQL Injection to Tier-2. Forensic analysis revealed scheduled maintenance script execution. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-004773,2026-08-15T18:50:23.698045,CRITICAL,Insider Threat,10.210.153.239,file-srv-43,Pooja Chauhan,68,13422,Triaged Insider Threat alert from file-srv-43. Correlated with SIEM logs — determined to be benign activity from scheduled network topology change during patching.,True,SWING
TKT-000800,2026-09-04T04:33:26.065429,LOW,Data Exfiltration,10.72.211.229,corp-ws-21,Ananya Sharma,519,910,Detected Data Exfiltration pattern on corp-ws-21. Updated IDS signatures and added source to watchlist. legacy application compatibility issue confirmed.,False,NIGHT
TKT-007164,2026-08-24T12:43:06.578053,HIGH,XSS Attack,10.136.111.100,net-fw-10,Ananya Sharma,49,1148,Detected XSS Attack pattern on net-fw-10. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,False,DAY
